prompt,label,prediction
" Classify the following sentence as either positive or negative: ""This is n't a new idea .""",0.3333300054073334,The answer is negative.
" Classify the following sentence as either positive or negative: ""It 's been done before but never so vividly or with so much passion .""",0.8194400072097778,The answer is positive.
" Classify the following sentence as either positive or negative: ""( `` Take Care of My Cat '' ) is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .""",0.7777799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""It 's not life-affirming -- its vulgar and mean , but I liked it .""",0.5694400072097778,The answer is negative.
" Classify the following sentence as either positive or negative: ""What `` Empire '' lacks in depth it makes up for with its heart .""",0.7361099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""Light , silly , photographed with colour and depth , and rather a good time .""",0.8611099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...""",0.6805599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""Much of the movie 's charm lies in the utter cuteness of Stuart and Margolo .""",0.7361099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""Their computer-animated faces are very expressive .""",0.7222200036048889,The answer is positive.
" Classify the following sentence as either positive or negative: ""The path Ice Age follows most closely , though , is the one established by Warner Bros. giant Chuck Jones , who died a matter of weeks before the movie 's release .""",0.541670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""... spiced with humor ( ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around )""",0.6805599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""There 's an energy to Y Tu Mamá También .""",0.7638900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""Much of it comes from the brave , uninhibited performances by its lead actors .""",0.833329975605011,The answer is positive.
" Classify the following sentence as either positive or negative: ""`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .""",0.4027799963951111,The answer is negative.
" Classify the following sentence as either positive or negative: ""`` Auto Focus '' works as an unusual biopic and document of male swingers in the Playboy era""",0.6527799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""If Mr. Zhang 's subject matter is , to some degree at least , quintessentially American , his approach to storytelling might be called Iranian .""",0.5277799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for ? ''""",0.16666999459266663,The answer is negative.
" Classify the following sentence as either positive or negative: ""feeling to it , but like the 1920 's , the trip there is a great deal of fun .""",0.7777799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""`` Cremaster 3 '' should come with the warning `` For serious film buffs only ! ''""",0.6111099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""Made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .""",0.375,The answer is negative.
" Classify the following sentence as either positive or negative: ""But believe it or not , it 's one of the most beautiful , evocative works I 've seen .""",0.9444400072097778,The answer is positive.
" Classify the following sentence as either positive or negative: ""García Bernal and Talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .""",0.75,The answer is positive.
" Classify the following sentence as either positive or negative: ""... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .""",0.8611099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""( City ) reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' ( 1999 ) and ` Analyze That , ' promised ( or threatened ) for later this year .""",0.6388900279998779,The answer is negative.
" Classify the following sentence as either positive or negative: ""The wanton slipperiness of \* Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .""",0.8888900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""`` Frailty '' starts out like a typical Bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme .""",0.8055599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .""",0.833329975605011,The answer is positive.
" Classify the following sentence as either positive or negative: ""It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .""",0.8194400072097778,The answer is positive.
" Classify the following sentence as either positive or negative: ""A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .""",0.666670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""A crisp psychological drama ( and ) a fascinating little thriller that would have been perfect for an old `` Twilight Zone '' episode .""",0.7777799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .""",0.6527799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""Opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .""",0.4583300054073334,The answer is negative.
" Classify the following sentence as either positive or negative: ""An uncluttered , resonant gem that relays its universal points without lectures or confrontations . '""",0.75,The answer is positive.
" Classify the following sentence as either positive or negative: ""( The Cockettes ) provides a window into a subculture hell-bent on expressing itself in every way imaginable . '""",0.7777799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""A smart , steamy mix of road movie , coming-of-age story and political satire .""",0.666670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""The modern-day royals have nothing on these guys when it comes to scandals .""",0.38888999819755554,The answer is negative.
" Classify the following sentence as either positive or negative: ""It 's only in fairy tales that princesses that are married for political reason live happily ever after .""",0.36111000180244446,The answer is negative.
" Classify the following sentence as either positive or negative: ""A terrific B movie -- in fact , the best in recent memory .""",1.0,The answer is positive.
" Classify the following sentence as either positive or negative: ""`` Birthday Girl '' is an actor 's movie first and foremost .""",0.708329975605011,The answer is negative.
" Classify the following sentence as either positive or negative: ""I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .""",0.875,The answer is positive.
" Classify the following sentence as either positive or negative: ""For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .""",0.9027799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""What 's really so appealing about the characters is their resemblance to everyday children .""",0.708329975605011,The answer is positive.
" Classify the following sentence as either positive or negative: ""Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace ; still , Myer 's energy and the silliness of it all eventually prevail""",0.541670024394989,The answer is negative.
" Classify the following sentence as either positive or negative: ""An absurdist spider web .""",0.36111000180244446,The answer is negative.
" Classify the following sentence as either positive or negative: ""If you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film .""",0.6388900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""This version moves beyond the original 's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema 's inability to stand in for true , lived experience .""",0.5555599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""Some movies blend together as they become distant memories .""",0.44444000720977783,The answer is negative.
" Classify the following sentence as either positive or negative: ""Mention `` Solaris '' five years from now and I 'm sure those who saw it will have an opinion to share .""",0.666670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""Allen 's funniest and most likeable movie in years .""",0.875,The answer is positive.
" Classify the following sentence as either positive or negative: ""It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .""",0.8055599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""This comic gem is as delightful as it is derivative .""",0.8194400072097778,The answer is positive.
" Classify the following sentence as either positive or negative: ""More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .""",0.8194400072097778,The answer is positive.
" Classify the following sentence as either positive or negative: ""The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .""",0.625,The answer is positive.
" Classify the following sentence as either positive or negative: ""With three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it 's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .""",0.4583300054073334,The answer is positive.
" Classify the following sentence as either positive or negative: ""The production has been made with an enormous amount of affection , so we believe these characters love each other .""",0.833329975605011,The answer is positive.
" Classify the following sentence as either positive or negative: ""Certainly the performances are worthwhile .""",0.7222200036048889,The answer is positive.
" Classify the following sentence as either positive or negative: ""Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .""",0.6805599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""Watching these eccentrics is both inspiring and pure joy .""",0.8472200036048889,The answer is positive.
" Classify the following sentence as either positive or negative: ""Steven Spielberg brings us another masterpiece""",0.9861099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""Finally , the French-produced `` Read My Lips '' is a movie that understands characters must come first .""",0.7361099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .""",0.8055599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""Allen shows he can outgag any of those young whippersnappers making moving pictures today .""",0.7638900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""A good film with a solid pedigree both in front of and , more specifically , behind the camera .""",0.791670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .""",0.23611000180244446,The answer is negative.
" Classify the following sentence as either positive or negative: ""I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !""",0.875,The answer is positive.
" Classify the following sentence as either positive or negative: ""A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .""",0.6944400072097778,The answer is positive.
" Classify the following sentence as either positive or negative: ""High Crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .""",0.6111099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""If you 're a fan of the series you 'll love it and probably want to see it twice .""",0.916670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""I will be .""",0.625,The answer is positive.
" Classify the following sentence as either positive or negative: ""It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '""",0.7222200036048889,The answer is positive.
" Classify the following sentence as either positive or negative: ""The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .""",0.8055599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""It is also a testament to the integrity and vision of the band .""",0.75,The answer is positive.
" Classify the following sentence as either positive or negative: ""Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .""",0.8611099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as 8 Women 's Augustine .""",0.6111099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""Nair does n't treat the issues lightly .""",0.6111099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""She allows each character to confront their problems openly and honestly .""",0.7222200036048889,The answer is positive.
" Classify the following sentence as either positive or negative: ""One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .""",0.8888900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .""",0.7777799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""Strange occurrences build in the mind of the viewer and take on extreme urgency .""",0.7222200036048889,The answer is positive.
" Classify the following sentence as either positive or negative: ""Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .""",0.6805599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""Familiar but utterly delightful .""",0.6388900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .""",0.7638900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""The film aims to be funny , uplifting and moving , sometimes all at once .""",0.6944400072097778,The answer is positive.
" Classify the following sentence as either positive or negative: ""The extent to which it succeeds is impressive .""",0.7777799963951111,The answer is positive.
" Classify the following sentence as either positive or negative: ""The film brilliantly shines on all the characters , as the direction is intelligently accomplished .""",0.916670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy .""",0.708329975605011,The answer is positive.
" Classify the following sentence as either positive or negative: ""As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .""",0.791670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .""",0.8888900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .""",1.0,The answer is positive.
" Classify the following sentence as either positive or negative: ""From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love .""",0.666670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .""",0.7361099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture""",0.666670024394989,The answer is negative.
" Classify the following sentence as either positive or negative: ""Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .""",0.5138900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""Meyjes ' provocative film might be called an example of the haphazardness of evil .""",0.666670024394989,The answer is negative.
" Classify the following sentence as either positive or negative: ""Tian emphasizes the isolation of these characters by confining color to Liyan 's backyard .""",0.5555599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""The movie is pretty funny now and then without in any way demeaning its subjects .""",0.7638900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor""",0.6111099720001221,The answer is positive.
" Classify the following sentence as either positive or negative: ""Too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than Pink Floyd tickets .""",0.7638900279998779,The answer is positive.
" Classify the following sentence as either positive or negative: ""It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .""",0.916670024394989,The answer is positive.
" Classify the following sentence as either positive or negative: ""It 's not a great monster movie .""",0.23611000180244446,The answer is negative.
" Classify the following sentence as either positive or negative: ""But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .""",0.4722200036048889,The answer is positive.
" Classify the following sentence as either positive or negative: ""Chomp chomp !""",0.5,The answer is positive.
" Classify the following sentence as either positive or negative: ""The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies ... but the film suffers from its own difficulties .""",0.583329975605011,The answer is negative.
" Classify the following sentence as either positive or negative: ""Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating .""",0.833329975605011,The answer is positive.
" Classify the following sentence as either positive or negative: ""Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .""",0.708329975605011,The answer is positive.
" Classify the following sentence as either positive or negative: ""Time Out is existential drama without any of the pretension associated with the term .""",0.6944400072097778,The answer is positive.
" Classify the following sentence as either positive or negative: ""It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .""",0.708329975605011,The answer is positive.
" Classify the following sentence as either positive or negative: ""Writer\/director Alexander Payne ( Election ) and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .""",0.75,The answer is positive.
" Classify the following sentence as either positive or negative: ""A movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .""",0.5972200036048889,The answer is positive.
" Classify the following sentence as either positive or negative: ""It 's tough to watch , but it 's a fantastic movie .""",0.8055599927902222,The answer is positive.
" Classify the following sentence as either positive or negative: ""The best animated feature to hit theaters since Beauty and the Beast 11 years ago .""",0.833329975605011,The answer is positive.
