prompt,label,prediction
"Please tell me the sentiment of the text in single quotes 'Grenier is terrific , bringing an unforced , rapid-fire delivery to Toback 's Heidegger - and Nietzsche-referencing dialogue .'. make sure you respond as a single word either positive or negetive
",0.875,Positive
"Please tell me the sentiment of the text in single quotes 'The Sundance Film Festival has become so buzz-obsessed that fans and producers descend upon Utah each January to ferret out The Next Great Thing .'. make sure you respond as a single word either positive or negetive
",0.5555599927902222,Negetive
"Please tell me the sentiment of the text in single quotes '` Tadpole ' was one of the films so declared this year , but it 's really more of The Next Pretty Good Thing .'. make sure you respond as a single word either positive or negetive
",0.5138900279998779,Negetive
"Please tell me the sentiment of the text in single quotes 'The actors are fantastic .'. make sure you respond as a single word either positive or negetive
",0.9444400072097778,Positive
"Please tell me the sentiment of the text in single quotes 'They are what makes it worth the trip to the theatre .'. make sure you respond as a single word either positive or negetive
",0.7222200036048889,Negetive
"Please tell me the sentiment of the text in single quotes '( Taymor ) utilizes the idea of making Kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .'. make sure you respond as a single word either positive or negetive
",0.9305599927902222,Negetive
"Please tell me the sentiment of the text in single quotes 'This is n't a new idea .'. make sure you respond as a single word either positive or negetive
",0.3333300054073334, Neutral
"Please tell me the sentiment of the text in single quotes 'It 's been done before but never so vividly or with so much passion .'. make sure you respond as a single word either positive or negetive
",0.8194400072097778,Positive
"Please tell me the sentiment of the text in single quotes '( `` Take Care of My Cat '' ) is an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals .'. make sure you respond as a single word either positive or negetive
",0.7777799963951111,Positive
"Please tell me the sentiment of the text in single quotes 'It 's not life-affirming -- its vulgar and mean , but I liked it .'. make sure you respond as a single word either positive or negetive
",0.5694400072097778,Negetive
"Please tell me the sentiment of the text in single quotes 'What `` Empire '' lacks in depth it makes up for with its heart .'. make sure you respond as a single word either positive or negetive
",0.7361099720001221,Positive
"Please tell me the sentiment of the text in single quotes 'Light , silly , photographed with colour and depth , and rather a good time .'. make sure you respond as a single word either positive or negetive
",0.8611099720001221,Positive
"Please tell me the sentiment of the text in single quotes 'But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...'. make sure you respond as a single word either positive or negetive
",0.6805599927902222,Negetive
"Please tell me the sentiment of the text in single quotes 'Much of the movie 's charm lies in the utter cuteness of Stuart and Margolo .'. make sure you respond as a single word either positive or negetive
",0.7361099720001221,Positive
"Please tell me the sentiment of the text in single quotes 'Their computer-animated faces are very expressive .'. make sure you respond as a single word either positive or negetive
",0.7222200036048889,Positive
"Please tell me the sentiment of the text in single quotes 'The path Ice Age follows most closely , though , is the one established by Warner Bros. giant Chuck Jones , who died a matter of weeks before the movie 's release .'. make sure you respond as a single word either positive or negetive
",0.541670024394989,Negetive
"Please tell me the sentiment of the text in single quotes '... spiced with humor ( ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around )'. make sure you respond as a single word either positive or negetive
",0.6805599927902222,Negetive
